,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14
,dVent,nVent,hVent,Tint,Tout,ToutMinusTint,maxToutVent,minToutVent,ceilingMinusFloor,outMinusFloor,intWallMinusFloor,extWallMinusFloor,dVent,nVent,hVent,Tint,Tout,ToutMinusTint,maxToutVent,minToutVent,ceilingMinusFloor,outMinusFloor,intWallMinusFloor,extWallMinusFloor,dVent,nVent,hVent,Tint,Tout,ToutMinusTint,maxToutVent,minToutVent,ceilingMinusFloor,outMinusFloor,intWallMinusFloor,extWallMinusFloor,dVent,nVent,hVent,Tint,Tout,ToutMinusTint,maxToutVent,minToutVent,ceilingMinusFloor,outMinusFloor,intWallMinusFloor,extWallMinusFloor,dVent,nVent,hVent,Tint,Tout,ToutMinusTint,maxToutVent,minToutVent,ceilingMinusFloor,outMinusFloor,intWallMinusFloor,extWallMinusFloor,dVent,nVent,hVent,Tint,Tout,ToutMinusTint,maxToutVent,minToutVent,ceilingMinusFloor,outMinusFloor,intWallMinusFloor,extWallMinusFloor,dVent,nVent,hVent,Tint,Tout,ToutMinusTint,maxToutVent,minToutVent,ceilingMinusFloor,outMinusFloor,intWallMinusFloor,extWallMinusFloor,dVent,nVent,hVent,Tint,Tout,ToutMinusTint,maxToutVent,minToutVent,ceilingMinusFloor,outMinusFloor,intWallMinusFloor,extWallMinusFloor,dVent,nVent,hVent,Tint,Tout,ToutMinusTint,maxToutVent,minToutVent,ceilingMinusFloor,outMinusFloor,intWallMinusFloor,extWallMinusFloor,dVent,nVent,hVent,Tint,Tout,ToutMinusTint,maxToutVent,minToutVent,ceilingMinusFloor,outMinusFloor,intWallMinusFloor,extWallMinusFloor,dVent,nVent,hVent,Tint,Tout,ToutMinusTint,maxToutVent,minToutVent,ceilingMinusFloor,outMinusFloor,intWallMinusFloor,extWallMinusFloor,dVent,nVent,hVent,Tint,Tout,ToutMinusTint,maxToutVent,minToutVent,ceilingMinusFloor,outMinusFloor,intWallMinusFloor,extWallMinusFloor,dVent,nVent,hVent,Tint,Tout,ToutMinusTint,maxToutVent,minToutVent,ceilingMinusFloor,outMinusFloor,intWallMinusFloor,extWallMinusFloor,dVent,nVent,hVent,Tint,Tout,ToutMinusTint,maxToutVent,minToutVent,ceilingMinusFloor,outMinusFloor,intWallMinusFloor,extWallMinusFloor,dVent,nVent,hVent,Tint,Tout,ToutMinusTint,maxToutVent,minToutVent,ceilingMinusFloor,outMinusFloor,intWallMinusFloor,extWallMinusFloor
0,0.0,0.0,20.0,301.6692049844749,301.66499999999996,-0.004204984474938556,308.04999999999995,301.25,0.20766273394808366,0.10231105066895907,-0.04609599495315327,0.340118453401999,0.0,1.0,23.0,301.55383891502265,299.15,-2.403838915022675,308.04999999999995,299.15,0.05402988689226618,-2.300191614648895,0.1271400507370212,0.1402838585518964,1.0,0.0,19.0,300.62624427382167,300.62583333333333,-0.00041094048833656416,305.95,292.65,0.2229434660734455,0.07757646476888169,-0.07423627360638345,0.2636275692602936,1.0,1.0,23.0,300.4488560267234,297.45,-2.998856026723388,305.95,292.65,0.013696887200097763,-2.9207857900616716,0.14426742847306193,0.031149279829008947,2.0,0.0,19.0,298.2778275140981,298.27,-0.007827514098096344,302.45,290.25,0.14790907740446357,0.03258853020440711,-0.09908768682409648,0.21198258697772587,2.0,1.0,23.0,298.08416622676003,294.75,-3.3341662267600327,302.45,290.25,-0.04130352517786662,-3.2908555279438048,0.12314661528175463,-0.03718789272859624,6.0,2.0,23.0,300.09654885122904,300.09416666666664,-0.0023821845624070193,308.04999999999995,292.04999999999995,0.0597062405703781,0.10040453833968854,0.059595567491603184,0.25603312189225846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.0,0.0,18.0,299.5290738492389,299.5225,-0.006573849238918683,300.95,295.45,0.38651632212351217,0.030088559370540224,-0.13927258817787921,0.11204097703407001,0.0,1.0,23.0,299.29857712109765,295.04999999999995,-4.248577121097696,300.95,294.34999999999997,0.04007859618563714,-4.1980181439249264,0.22563440202780308,-0.2732839560717224,1.0,0.0,20.0,301.4600768899648,301.4533333333333,-0.006743556631477077,308.04999999999995,290.84999999999997,0.2485391180788099,0.074912836919097,-0.11712300338564319,0.33858801351027523,1.0,1.0,23.0,301.3749574531652,298.04999999999995,-3.3249574531652684,308.04999999999995,290.84999999999997,0.07305298753873046,-3.2382413169789146,0.1250222140633923,0.0320050780579777,2.0,0.0,18.0,301.6782717853952,301.65749999999997,-0.020771785395254483,305.84999999999997,292.34999999999997,0.4195879559514424,0.04678723372205695,-0.19304140101673303,0.3064356429881485,2.0,1.0,23.0,301.4784531047545,295.95,-5.528453104754533,305.84999999999997,292.34999999999997,0.07673963425108354,-5.448192091653226,0.23618334578680825,-0.2001860805566622,3.0,0.0,18.0,301.394147217548,301.39,-0.004147217547995297,305.95,290.65,0.41520175178767715,0.057735642918245844,-0.20981933746934564,0.3073953433637797,3.0,1.0,23.0,301.1844238084225,294.15,-7.034423808422503,305.95,290.65,0.0763816816814682,-6.957911254851112,0.24038689669655847,-0.23940282610907104,4.0,0.0,19.0,300.4512858761091,300.445,-0.006285876109132005,306.34999999999997,285.84999999999997,0.38253377658946874,0.04613932735789206,-0.26009029989434396,0.37786284684646887,4.0,1.0,23.0,300.3426536502884,293.04999999999995,-7.292653650288457,306.34999999999997,285.84999999999997,0.08462433075190745,-7.222303229028412,0.20003474990250916,-0.21637082514145334,5.0,0.0,18.0,299.63517305022697,299.61749999999995,-0.017673050227017484,304.15,288.54999999999995,0.4057819015883979,0.022746335472092483,-0.22775278529967125,0.25650576335338826,5.0,1.0,23.0,299.53553159543753,294.15,-5.3855315954375556,304.15,288.54999999999995,0.05765197704606351,-5.329709313759622,0.1966437870868797,-0.2221137826771411,6.0,0.0,19.0,300.5794821815711,300.5725,-0.0069821815711179624,306.95,288.84999999999997,0.40049358078951514,0.055273466346548616,-0.24924426950471457,0.38225904301984315,6.0,1.0,23.0,300.5455302664795,295.25,-5.2955302664794885,306.95,288.84999999999997,0.09163676426537393,-5.219208548898138,0.16983330684422526,-0.1188844243340128,,,,,,,,,,,,
2,2.0,0.0,20.0,298.54257684673394,298.53999999999996,-0.0025768467339730705,306.95,285.65,0.31363596637466173,0.1034065694895645,-0.14643813187209767,0.406301955040675,2.0,1.0,23.0,298.6503176104958,296.04999999999995,-2.6003176104958357,306.95,285.65,0.18494592112685382,-2.497817660915956,0.0850848589866094,0.11489465031615964,3.0,0.0,20.0,300.66337277114945,300.65,-0.013372771149477103,308.65,289.25,0.3403800548205709,0.10525400821650521,-0.14936840892649172,0.4519958671742046,3.0,1.0,23.0,300.7429678812563,296.75,-3.992967881256277,308.65,289.25,0.18773554802780268,-3.878244141630759,0.1359905769529822,0.07903263817932782,4.0,0.0,18.0,300.63835965902115,300.6133333333333,-0.025026325687861117,308.04999999999995,288.45,0.3728237759687971,0.07641122135710532,-0.20244849534908363,0.45382747183852246,4.0,1.0,23.0,300.36960599641566,290.04999999999995,-10.319605996415703,308.04999999999995,288.45,0.13242615034792493,-10.226901477482741,0.28935624955487543,-0.24325083043099482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.0,0.0,17.0,298.53363175059894,298.52916666666664,-0.004465083932302605,300.15,296.25,0.17285210552331876,0.028395765451250554,-0.07326494005957329,0.12237718513382845,0.0,1.0,23.0,298.16376301501776,294.04999999999995,-4.11376301501781,300.15,294.04999999999995,0.04237005747327771,-4.088282925904281,0.177376952360864,-0.2337151029398683,1.0,0.0,19.0,298.37332105096914,298.3666666666666,-0.006654384302521521,301.04999999999995,292.54999999999995,0.17043822642213513,0.03241239894622083,-0.09820718863488291,0.18500360807171035,1.0,1.0,23.0,298.16416881449436,295.25,-2.91416881449436,301.04999999999995,292.54999999999995,0.062377487090614636,-2.8813418097528825,0.1414356989159605,-0.16391222421162865,2.0,0.0,19.0,299.8969983899315,299.8833333333333,-0.013665056598199499,303.15,294.25,0.19081272535103722,0.04701122474288866,-0.08385516208426225,0.23503967424829852,2.0,1.0,23.0,299.6774671006492,296.15,-3.5274671006492326,303.15,294.25,0.08536853551160561,-3.474727494851919,0.16463390737501507,-0.14349705002371138,3.0,0.0,19.0,300.63545619825527,300.6333333333333,-0.002122864921943801,304.15,296.15,0.19524120248787824,0.061361918316279684,-0.055355265886556516,0.19821848424409438,3.0,1.0,23.0,300.31357049284264,296.15,-4.163570492842666,304.15,296.15,0.0808821169268299,-4.109316634598898,0.18470632597738282,-0.1630804889725539,4.0,0.0,18.0,301.2668619300622,301.265,-0.0018619300622049195,305.15,296.15,0.21550459549570178,0.06709114584167253,-0.09076163394205612,0.2583599681907174,4.0,1.0,23.0,300.88958532722677,296.15,-4.739585327226791,305.15,296.15,0.07897811409503674,-4.682179174466668,0.20938125088005202,-0.1985003393810274,5.0,0.0,18.0,300.39525244866843,300.38916666666665,-0.006085782001775897,302.25,296.15,0.18203911915578885,0.044510934892727505,-0.057761510212661925,0.16028988162074143,5.0,1.0,23.0,299.959550879595,296.25,-3.7095508795949854,302.25,296.15,0.05964761417101272,-3.668806846676233,0.18735350241403145,-0.19898046739737651,6.0,2.0,23.0,297.40379650625493,292.04999999999995,-5.35379650625498,299.15,292.04999999999995,0.005035297839128816,-5.348842406066765,0.23567020539701863,-0.3936908276280775,,,,,,,,,,,,,,,,,,,,,,,,
4,0.0,0.0,17.0,298.5861272964945,298.5825,-0.0036272964945283093,302.25,296.04999999999995,0.3498334028941201,0.0528533068572159,-0.10092837794402953,0.12285769296025251,0.0,1.0,23.0,298.19529043601045,292.15,-6.045290436010475,302.25,292.15,0.039863139037322526,-5.998346987642208,0.24519489054096746,-0.28268866732230435,1.0,0.0,18.0,297.8753896892543,297.84999999999997,-0.025389689254325276,302.25,290.15,0.33197577431022296,0.02708394567071082,-0.21278985256378746,0.3049938542500996,1.0,1.0,23.0,297.7701772854738,292.04999999999995,-5.720177285473824,302.25,290.15,0.06244099363405553,-5.672402301668967,0.1734295875047233,-0.17912614381195624,2.0,0.0,19.0,297.8405763411356,297.84,-0.0005763411356269899,304.15,289.15,0.3160536590925318,0.05728409018172442,-0.21028715448218804,0.327452704430101,2.0,1.0,23.0,297.7475586331972,292.15,-5.597558633197195,304.15,289.15,0.06821254157529211,-5.545547733996727,0.16213262188323085,-0.15006615716100669,3.0,0.0,20.0,298.8250601805338,298.82,-0.005060180533803305,306.04999999999995,289.34999999999997,0.24529923798085917,0.0711762229750974,-0.230793677828918,0.49260203400201874,3.0,1.0,23.0,298.90909687652714,295.15,-3.759096876527167,306.04999999999995,289.34999999999997,0.10030781661632204,-3.684864838142829,0.07247230037236345,0.06580728866393315,4.0,0.0,19.0,300.06787635289476,300.04999999999995,-0.017876352894802494,307.65,292.15,0.3144814255574033,0.06872388106980054,-0.2366727744607194,0.496384785852797,4.0,1.0,23.0,299.9170484755655,296.15,-3.7670484755655025,307.65,292.15,0.07656291786916825,-3.6901081051833415,0.19204876170440363,-0.09312359852430063,5.0,0.0,19.0,299.4963072205829,299.4908333333333,-0.00547388724959319,302.15,293.25,0.2637926789926297,0.05971740114168256,-0.0796685236271486,0.18837415095676135,5.0,1.0,23.0,299.3605488023245,295.04999999999995,-4.310548802324547,302.15,293.25,0.06196792739471846,-4.24929685653774,0.1475251615600115,-0.07014938902707968,6.0,0.0,19.0,298.7665857100738,298.75,-0.016585710073798055,304.04999999999995,291.25,0.29652946955815196,0.04014764976891172,-0.1652962501189137,0.2693872033135847,6.0,1.0,23.0,298.59957993257296,294.04999999999995,-4.54957993257301,304.04999999999995,291.25,0.05049026488492814,-4.498582068133601,0.16688159301092279,-0.13599252832547393,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.0,0.0,19.0,297.1501308392591,294.9833333333333,-2.1667975059257856,299.84999999999997,293.95,0.26118015770178715,-2.1112994331719506,-0.04989626922183277,0.09432861605857568,3.0,0.0,19.0,297.1509377990028,297.0441666666666,-0.10677113233617774,302.45,290.34999999999997,0.31460868727114644,-0.046121438344499666,-0.15054364521622196,0.24789846668119253,3.0,1.0,23.0,297.17296749403,294.75,-2.42296749402999,302.45,290.34999999999997,0.10267692333235345,-2.360488245952965,0.11783255138139263,-0.05202499751797518,4.0,0.0,18.0,297.6008532412329,297.59999999999997,-0.0008532412329600447,301.45,290.95,0.32028742411738165,0.05984973544201466,-0.14493838755601018,0.24558173922572735,4.0,1.0,23.0,297.2332462130083,292.54999999999995,-4.683246213008317,301.45,290.95,0.0771472786221068,-4.624891802229513,0.2427273807243798,-0.27758413483090294,5.0,0.0,19.0,297.3434467834248,297.3333333333333,-0.010113450091466802,300.25,289.95,0.2715071505365927,0.04596503193781132,-0.1258828884221496,0.235310642378451,5.0,1.0,23.0,297.3806578220631,294.75,-2.6306578220630854,300.25,289.95,0.10482823821232046,-2.57023632402975,0.08922317997920952,-0.010569304336968344,6.0,0.0,19.0,298.02327811190554,298.02166666666665,-0.0016114452388933387,301.45,290.95,0.29672077627827775,0.06375767849276315,-0.1412012583516192,0.2736076818747506,6.0,1.0,23.0,297.97977922646083,295.25,-2.7297792264608347,301.45,290.95,0.10591113933527652,-2.662370353096506,0.13054830174962717,-0.05549006610026197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.0,0.0,20.0,305.22104891255515,305.1816666666666,-0.03938224588853245,309.25,302.25,0.39742346754998437,0.03949723601785138,-0.16007592801183534,0.2952345243129031,0.0,1.0,23.0,305.2225753751512,299.15,-6.072575375151246,309.25,299.15,0.14799750547960855,-5.983783052951793,0.161281844411396,-0.07857752647061034,1.0,0.0,19.0,304.0347501510314,304.02666666666664,-0.008083484364760807,308.04999999999995,290.45,0.38998448454172774,0.047639813440241596,-0.19021903159100853,0.2570016450010115,1.0,1.0,23.0,304.1217763519905,296.34999999999997,-7.771776351990525,308.04999999999995,290.45,0.13356319764041302,-7.702499084790077,0.12589751777630434,-0.08991614267134196,2.0,0.0,20.0,302.40607715565517,302.385,-0.02107715565517765,306.45,288.25,0.3554594600070544,0.016018158195109322,-0.22020663664055937,0.25413145657807945,2.0,1.0,23.0,302.55768033430064,296.25,-6.307680334300642,306.45,288.25,0.11821594152800685,-6.2566259494928715,0.07367471971866735,-0.058155678059577554,3.0,0.0,20.0,303.2682242007985,303.23999999999995,-0.028224200798547372,308.15,291.15,0.35790663911213016,0.029237735896629147,-0.2244607352182347,0.34317583974650745,3.0,1.0,23.0,303.41554989164615,297.34999999999997,-6.065549891646185,308.15,291.15,0.14150517615524905,-5.995636571845111,0.07348181039350739,-0.004721087841630833,4.0,0.0,20.0,304.0563936584526,304.04999999999995,-0.0063936584526231854,310.25,290.54999999999995,0.3858232920743063,0.062187599215775435,-0.24558809189768263,0.40675287364004475,4.0,1.0,23.0,304.22226711208435,298.34999999999997,-5.872267112084387,310.25,290.54999999999995,0.15469090247711392,-5.790791141752166,0.0879383658022211,0.009314086729958149,5.0,0.0,20.0,305.7042544543004,305.69416666666666,-0.0100877876337222,313.15,292.75,0.41838258335997125,0.07880057895296488,-0.24828783327174145,0.4672603121618977,5.0,1.0,23.0,305.8618932368986,299.04999999999995,-6.811893236898641,313.15,292.75,0.1766073124108516,-6.7111011215746,0.1130001231225511,0.027913393059193936,6.0,0.0,20.0,305.70461998715757,305.67999999999995,-0.024619987157620926,311.45,293.25,0.37082704651079723,0.055923549895169344,-0.19880117346554962,0.3864525804615795,6.0,1.0,23.0,305.83454277426324,301.34999999999997,-4.484542774263275,311.45,293.25,0.15961363997436706,-4.392949578594738,0.09512198774274812,0.04420949094419768,,,,,,,,,,,,
