,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6
,dVent,nVent,hVent,Tint,Tout,ToutMinusTint,maxToutVent,minToutVent,WSVent,ceilingMinusFloor,outMinusFloor,intWallMinusFloor,extWallMinusFloor,dVent,nVent,hVent,Tint,Tout,ToutMinusTint,maxToutVent,minToutVent,WSVent,ceilingMinusFloor,outMinusFloor,intWallMinusFloor,extWallMinusFloor,dVent,nVent,hVent,Tint,Tout,ToutMinusTint,maxToutVent,minToutVent,WSVent,ceilingMinusFloor,outMinusFloor,intWallMinusFloor,extWallMinusFloor,dVent,nVent,hVent,Tint,Tout,ToutMinusTint,maxToutVent,minToutVent,WSVent,ceilingMinusFloor,outMinusFloor,intWallMinusFloor,extWallMinusFloor,dVent,nVent,hVent,Tint,Tout,ToutMinusTint,maxToutVent,minToutVent,WSVent,ceilingMinusFloor,outMinusFloor,intWallMinusFloor,extWallMinusFloor,dVent,nVent,hVent,Tint,Tout,ToutMinusTint,maxToutVent,minToutVent,WSVent,ceilingMinusFloor,outMinusFloor,intWallMinusFloor,extWallMinusFloor,dVent,nVent,hVent,Tint,Tout,ToutMinusTint,maxToutVent,minToutVent,WSVent,ceilingMinusFloor,outMinusFloor,intWallMinusFloor,extWallMinusFloor
0,0.0,0.0,20.0,301.6692049844749,301.66499999999996,-0.004204984474938556,308.04999999999995,301.25,6.49,0.20766273394805523,0.10231105066895907,-0.04609599495315327,0.34011845340198477,0.0,1.0,23.0,301.55383891502265,299.15,-2.403838915022675,308.04999999999995,301.25,2.5,0.054029886892251966,-2.300191614648895,0.12714005073701648,0.1402838585518964,1.0,0.0,19.0,300.62624427382167,300.62583333333333,-0.00041094048833656416,305.95,292.65,7.931666666666667,0.22294346607345972,0.0775764647688959,-0.07423627360639291,0.26362756926030784,1.0,1.0,23.0,300.4488560267233,297.45,-2.998856026723331,305.95,292.65,5.5,0.013696887200111973,-2.9207857900616006,0.1442674284730714,0.031149279829023158,2.0,0.0,19.0,298.277827514098,298.27,-0.0078275140980395,302.45,290.25,7.608333333333333,0.14790907740447778,0.03258853020444974,-0.0990876868240728,0.21198258697772587,2.0,1.0,23.0,298.08416622676,294.75,-3.334166226759976,302.45,290.25,7.3,-0.04130352517786662,-3.2908555279437337,0.12314661528177358,-0.03718789272862466,6.0,0.0,23.0,300.09654885122904,300.09416666666664,-0.0023821845624070193,308.04999999999995,292.04999999999995,2.3600000000000003,0.05970624057040652,0.10040453833971696,0.059595567491631606,0.2560331218922727
