,day_1,day_1,day_1,day_1,day_2,day_2,day_2,day_2,day_3,day_3,day_3,day_3
,ceilingMinusFloor,outMinusFloor,intWallMinusFloor,extWallMinusFloor,ceilingMinusFloor,outMinusFloor,intWallMinusFloor,extWallMinusFloor,ceilingMinusFloor,outMinusFloor,intWallMinusFloor,extWallMinusFloor
0,3.6483701927483025,1.9585645697645049,-2.1757363390843287,-0.8919965006104178,4.018938673158672,2.0555576515573506,-2.47131281911931,-1.195652215886554,4.405485731303216,1.4687477504057256,-3.812022560332745,-2.411974204274287
1,2.430187247668499,1.8352713973586532,-0.9087049919508701,0.7286590138366194,2.3959581026290664,1.440294814787194,-1.3594001404891571,-0.025696313694425044,2.04549111296447,1.1414591914560788,-1.2221686901655175,-0.28856356164969554
2,0.9924388765682153,0.5494577347704279,-0.412565613642992,-0.4522129149507066,0.9815177505337118,0.5461379307182312,-0.3686686614981672,-0.48792818012776706,1.0510698528458704,0.6156013981692752,-0.3713275767122231,-0.4300042995589024
3,1.159605691466112,0.6177251870208664,-0.6635324036579485,-0.32289422358240927,1.2088863462784332,0.6363641925888714,-0.6769378226145951,-0.3725853383927955,1.3064482970268898,0.6418500682633237,-0.7908523262729688,-0.5040558602922545
4,2.6922875664137393,1.5640660665785902,-1.6264711411317687,-0.09788376896094064,2.3844217560371703,1.3546920737259427,-1.5455848046854281,-0.0719364217828371,2.370484068152251,1.3650271426517975,-1.4923123767170001,-0.0591420512505465
5,3.0072033514567096,1.661743087506622,-1.7399780934266385,-0.576699312045676,3.0701276471605894,1.5980301616192776,-1.9816629345670453,-0.6682179713907743,2.968326701439807,1.7564505369823422,-1.6653274508609996,-0.1934393331847417
6,0.9734140350775675,0.6815183995183816,-0.5341813655729671,0.3682112202103127,1.052380689240664,0.8316258796760394,-0.43161995553399873,0.5632893524256133,0.9793407993780789,0.8524249423060013,-0.31308981691395843,0.7099508590245023
7,1.047362310279226,0.2017167701262963,-1.4936795173226614,-0.5600708835807495,1.318448256823487,0.3277205557085807,-1.5797984296120404,-0.7890182589994055,1.4616548774500302,0.3390345074885488,-1.646840229627647,-1.101960207204712
8,1.1726460338519615,0.15408881440023947,-1.8467609027535445,-0.702358047264724,1.2996763927345967,0.3597810238038335,-1.6752861429283001,-0.5060279178735101,2.07672019832674,0.47599104810940673,-2.435320481116771,-1.4357458831793082
