,day_0,day_0,day_0,day_0,day_0,day_0,day_1,day_1,day_1,day_1,day_1,day_1,day_2,day_2,day_2,day_2,day_2,day_2,day_3,day_3,day_3,day_3,day_3,day_3,day_4,day_4,day_4,day_4,day_4,day_4,day_5,day_5,day_5,day_5,day_5,day_5,day_6,day_6,day_6,day_6,day_6,day_6
,hVent,dVent,ceilingMinusFloor,outMinusFloor,intWallMinusFloor,extWallMinusFloor,hVent,dVent,ceilingMinusFloor,outMinusFloor,intWallMinusFloor,extWallMinusFloor,hVent,dVent,ceilingMinusFloor,outMinusFloor,intWallMinusFloor,extWallMinusFloor,hVent,dVent,ceilingMinusFloor,outMinusFloor,intWallMinusFloor,extWallMinusFloor,hVent,dVent,ceilingMinusFloor,outMinusFloor,intWallMinusFloor,extWallMinusFloor,hVent,dVent,ceilingMinusFloor,outMinusFloor,intWallMinusFloor,extWallMinusFloor,hVent,dVent,ceilingMinusFloor,outMinusFloor,intWallMinusFloor,extWallMinusFloor
0,58.33611111111111,2.0,1.1602810868872382,0.7501554987615577,0.6408938322419383,1.1725919627137813,82.71388888888889,3.0,0.927359913112312,0.6175967967264455,0.5450061129031051,0.9576192678755575,106.80972222222222,4.0,1.025164480199905,0.7165645973656893,0.6352589805828899,1.1612797525757799,131.13611111111112,5.0,1.1268238139401063,0.8373791921867877,0.7364106794228462,1.4218881613768275,153.0361111111111,6.0,1.3576058889658924,0.658487727330396,0.5408820169816787,0.8144307237842838,,,,,,,,,,,,
1,10.744444444444444,0.0,1.1864410536221754,0.7823281432592921,0.8203904257328674,1.0024295770602123,34.41388888888889,1.0,1.2044539149094788,0.7339933111047117,0.7484109899057737,0.8788539232994168,58.084722222222226,2.0,1.4413511993853518,0.7636279020545231,0.7330875526754758,0.8437042958677949,81.42083333333333,3.0,1.5920262598263974,0.7032781597454374,0.684413170851613,0.5653934465938306,106.65555555555555,4.0,1.122538803167771,0.6356110831273014,0.6427174371134848,0.7153416156044159,128.9777777777778,5.0,1.623879884088396,0.6358566082631398,0.563208572594713,0.46644940544759095,153.05277777777778,6.0,1.5198158378148605,0.5569190805446596,0.5349061564340142,0.2622542052298087
2,59.334722222222226,2.0,1.738984487034955,0.5528139272578017,0.13609005016737777,0.5420727804036005,81.41666666666667,3.0,2.1303450649401583,0.5929867193263334,0.06801362264955912,0.5173410103764269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9.855555555555556,0.0,1.6601204391305373,0.6495187006330241,0.6344966013209614,0.35828819458610894,34.920833333333334,1.0,1.30783303465482,0.7105902112344751,0.7607384279432287,0.628056822937296,59.708333333333336,2.0,0.9450842661864698,0.6908253783279719,0.7485344931893488,0.8544020402164989,82.81111111111112,3.0,1.218939177052718,0.7563060694986916,0.8071196921083489,0.8149068344392134,106.16666666666667,4.0,1.592051813049082,0.8031038566820143,0.8064243359355885,0.7371731579039533,129.275,5.0,1.881128906812691,0.7581222970403303,0.7707802894936245,0.4376860849495472,154.51805555555558,6.0,1.2872230276779106,0.6759848049358084,0.7415748848205936,0.54007100127086
4,7.565277777777778,0.0,2.8262158398862454,1.1453726369112474,0.6693056588768419,1.4444437859513783,32.88055555555555,1.0,2.5991101170264983,1.2115997445355475,0.8125600806842499,1.6169847192029607,56.94444444444444,2.0,2.771333017287006,1.339541547569496,0.8410425546212869,1.9680335547464693,81.75694444444444,3.0,2.7740297520531527,1.5950517517253786,1.1678224476966694,2.493398806183748,106.29861111111111,4.0,2.3426886903243087,1.5528001443471737,1.2790609350037367,2.4692466175229555,129.31666666666666,5.0,2.623338232647612,1.5261615398717794,1.2193692733354737,2.221518849526447,153.05833333333334,6.0,2.839571731838163,1.5350993773754453,1.0834055956618205,2.32646561297436
5,82.34722222222221,3.0,1.022237632728519,0.6959055397527294,0.5798172738636301,1.168005225810802,106.78472222222221,4.0,0.8171090012368438,0.5773211680588446,0.4843462660162932,0.9863233343980937,130.86527777777778,5.0,0.9262968298728396,0.6820157839717638,0.5816763271834873,1.181321476334631,155.1986111111111,6.0,1.0355731021385708,0.7970239669613903,0.6828645028680947,1.4285928726217776,,,,,,,,,,,,,,,,,,
6,10.551388888888889,0.0,1.0045260908635782,0.5988307475930412,0.6680260272391839,0.6230808490696376,34.74444444444444,1.0,1.0050231923884496,0.634501722660147,0.7050115833306307,0.7123625441689967,59.14861111111111,2.0,1.0196445582058118,0.7008493574999335,0.7735632034811649,0.8851549089649922,80.875,3.0,1.510704031089034,0.6551062014537052,0.6527502172523517,0.5006738272501821,96.53611111111111,4.0,0.3627336243809225,-2.166239907717312,0.06269898855198146,-0.11614603453860184,129.6222222222222,5.0,1.2601179994563552,0.5598754140549715,0.5933834899562621,0.37744213806844584,153.70555555555558,6.0,1.209611670853505,0.5570995405172283,0.5915861533212686,0.41231933363090434
7,10.308333333333334,0.0,1.3220123605342309,0.8704361397583966,0.8738614783322968,1.1604548015261003,34.06944444444444,1.0,1.4664093181264803,0.832106707399376,0.7896199711665209,1.026463046594614,57.45694444444444,2.0,1.566201158103894,0.7387372217279022,0.722066183739642,0.69127764661404,82.675,3.0,1.1350431301065385,0.6920329712402093,0.674597379472786,0.8931247306317118,105.01527777777778,4.0,1.6055781770626254,0.6655582349064701,0.5935398932113003,0.5946737869448242,129.13611111111112,5.0,1.4684710131883492,0.5780996209958431,0.5617565066280529,0.3609103624893919,154.79583333333332,6.0,1.0440220196915249,0.6488222788353113,0.65739320789109,0.8095484415954957
8,8.577777777777778,0.0,3.5686750205886,1.6119615515637093,1.0764281226629653,2.1221914584292563,33.734722222222224,1.0,3.2411450165765103,1.7906800555758053,1.3572100046406728,2.6078878205391476,55.984722222222224,2.0,3.682383782425404,1.59410362464385,0.9942676740625794,2.097900860953928,79.61805555555556,3.0,3.3259610156059836,1.2642193955217067,0.6279208742988042,1.6147739459465953,104.84305555555555,4.0,3.074811239354787,1.3124223540385174,0.8352625891727522,1.6645727933747594,129.83333333333334,5.0,3.0867094519645093,1.7267870707264308,1.2807978573998042,2.5838664705343746,153.00694444444443,6.0,3.4634707372187705,1.791557990824714,1.3375328226203749,2.503594426511256
