,floorTempAdjustment,hInterior,hExterior,alphaRoof,weatherProperties,material_type,windSpeed,wallRoughness
0,-4.972769341282433,1.7540504848118945,2.6129391526283845,0.6850498985513152,"{'zone': 15, 'month': 10, 'cooling_degree_days': 21.0, 'ventilation_degree_days': 21.0, 'ventilation_wind': 3.110481366459627}",Heavy,0.08533822646853984,1.6905960855401618
