,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13
,dVent,nVent,hVent,Tint,Tout,ToutMinusTint,maxToutVent,ceilingMinusFloor,outMinusFloor,intWallMinusFloor,extWallMinusFloor,dVent,nVent,hVent,Tint,Tout,ToutMinusTint,maxToutVent,ceilingMinusFloor,outMinusFloor,intWallMinusFloor,extWallMinusFloor,dVent,nVent,hVent,Tint,Tout,ToutMinusTint,maxToutVent,ceilingMinusFloor,outMinusFloor,intWallMinusFloor,extWallMinusFloor,dVent,nVent,hVent,Tint,Tout,ToutMinusTint,maxToutVent,ceilingMinusFloor,outMinusFloor,intWallMinusFloor,extWallMinusFloor,dVent,nVent,hVent,Tint,Tout,ToutMinusTint,maxToutVent,ceilingMinusFloor,outMinusFloor,intWallMinusFloor,extWallMinusFloor,dVent,nVent,hVent,Tint,Tout,ToutMinusTint,maxToutVent,ceilingMinusFloor,outMinusFloor,intWallMinusFloor,extWallMinusFloor,dVent,nVent,hVent,Tint,Tout,ToutMinusTint,maxToutVent,ceilingMinusFloor,outMinusFloor,intWallMinusFloor,extWallMinusFloor,dVent,nVent,hVent,Tint,Tout,ToutMinusTint,maxToutVent,ceilingMinusFloor,outMinusFloor,intWallMinusFloor,extWallMinusFloor,dVent,nVent,hVent,Tint,Tout,ToutMinusTint,maxToutVent,ceilingMinusFloor,outMinusFloor,intWallMinusFloor,extWallMinusFloor,dVent,nVent,hVent,Tint,Tout,ToutMinusTint,maxToutVent,ceilingMinusFloor,outMinusFloor,intWallMinusFloor,extWallMinusFloor,dVent,nVent,hVent,Tint,Tout,ToutMinusTint,maxToutVent,ceilingMinusFloor,outMinusFloor,intWallMinusFloor,extWallMinusFloor,dVent,nVent,hVent,Tint,Tout,ToutMinusTint,maxToutVent,ceilingMinusFloor,outMinusFloor,intWallMinusFloor,extWallMinusFloor,dVent,nVent,hVent,Tint,Tout,ToutMinusTint,maxToutVent,ceilingMinusFloor,outMinusFloor,intWallMinusFloor,extWallMinusFloor,dVent,nVent,hVent,Tint,Tout,ToutMinusTint,maxToutVent,ceilingMinusFloor,outMinusFloor,intWallMinusFloor,extWallMinusFloor
0,0.0,0.0,18.0,299.6252566880037,299.6166666666667,-0.008590021336999598,302.54999999999995,0.35852190626268055,0.0918240095768823,-0.20507392687417317,0.4628098992543528,1.0,0.0,19.0,301.7109295998341,301.71,-0.0009295998341372069,307.54999999999995,0.40138708571018356,0.21214404779628637,-0.34074760471371707,1.052559790417149,1.0,1.0,23.0,300.0653366801596,294.84999999999997,-5.2153366801596235,307.54999999999995,-0.030056731868924658,-5.059682264098399,0.6384379106359432,-0.5608262932703951,2.0,0.0,19.0,303.62155435685065,303.62,-0.0015543568506473093,308.75,0.47572285741540554,0.2233108769122083,-0.2491957737053904,0.9170367459228714,2.0,1.0,23.0,300.5717398414272,292.54999999999995,-8.021739841427234,308.75,-0.13382992790178605,-7.889383013632852,0.9323836817428344,-1.115437203833963,3.0,0.0,19.0,302.2815008765181,302.27,-0.011500876518141467,307.04999999999995,0.3883835363909185,0.18558519595536893,-0.2838468676848341,0.9451018602310057,3.0,1.0,23.0,300.1085764068476,293.15,-6.958576406847612,307.04999999999995,-0.1020593182988705,-6.823465356561954,0.8002194460815085,-0.9096432041443592,4.0,0.0,19.0,304.23720019436644,304.22249999999997,-0.014700194366469077,309.25,0.40018756133110855,0.21702213732794462,-0.14272662343099304,0.8407939298597711,4.0,1.0,23.0,301.9832773269583,295.95,-6.0332773269582844,309.25,-0.060541146265023826,-5.870676900333891,0.8151743511682336,-0.8161431079354458,5.0,0.0,20.0,306.8826912815215,306.8383333333333,-0.0443579481881784,311.45,0.40734343162463915,0.22201971003531185,-0.11409009191708226,0.9333218806109187,5.0,1.0,23.0,304.4801085469057,296.45,-8.030108546905694,311.45,-0.06262688623513668,-7.825123881717758,0.9785748605075071,-0.9950680067846918,6.0,0.0,18.0,303.0798299048893,303.04999999999995,-0.02982990488936821,308.15,0.48169354674828924,0.14235505034815787,-0.35362310982960327,0.8789231550595957,6.0,1.0,23.0,299.1205481983949,290.95,-8.170548198394897,308.15,-0.23721970399822112,-8.110747284053986,0.9968316784612673,-1.4378964523390607,,,,,,,,,,,
1,0.0,0.0,20.0,306.26593783384845,306.2416666666666,-0.024271167181836972,310.95,0.42770971745432007,0.23633995163667976,-0.11155167486031796,0.9077047848152944,0.0,1.0,23.0,304.51590072569763,297.54999999999995,-6.965900725697679,310.95,-0.12645085178884585,-6.746170370623005,0.7522280251090526,-0.447752615522063,1.0,0.0,19.0,305.7585286895052,305.73499999999996,-0.02352868950526954,311.45,0.5332757075113221,0.21461657251262523,-0.19106857463062,0.8358872244234732,1.0,1.0,23.0,303.6388350307764,297.04999999999995,-6.588835030776465,311.45,-0.15521631836129757,-6.408407181410354,0.7525914955842694,-0.5663102971219018,2.0,0.0,19.0,305.80277188295247,305.78749999999997,-0.015271882952504257,311.45,0.6644691117053156,0.21089609379235696,-0.3173904748439516,0.9106459246455074,2.0,1.0,23.0,303.350511452531,295.34999999999997,-8.000511452531043,311.45,-0.21008810883012075,-7.8311162273061825,0.8373984128003494,-0.7390090948095178,3.0,0.0,18.0,303.1946038212134,303.1733333333333,-0.021270487880087785,307.54999999999995,0.6682389071055042,0.1521561586947655,-0.32869913224747904,0.7152740024349811,3.0,1.0,23.0,300.6431154035539,292.54999999999995,-8.093115403553952,307.54999999999995,-0.2785765025763425,-7.9768547295535654,0.8331563526528308,-0.8980413196372865,4.0,0.0,20.0,303.7940314247866,303.7416666666667,-0.052364758119949784,310.34999999999997,0.4539288867328395,0.17747594810133194,-0.34474773271651316,1.119026233794969,4.0,1.0,23.0,301.9133135845987,294.84999999999997,-7.063313584598745,310.34999999999997,-0.18143788627907043,-6.879839681450136,0.7757384814787732,-0.6166496276674138,5.0,0.0,18.0,301.9432388615044,301.9033333333333,-0.039905528171118476,307.54999999999995,0.7202380166745144,0.13062329795386063,-0.4343873413596763,0.8376639982587761,5.0,1.0,23.0,298.70748008127566,290.34999999999997,-8.357480081275696,307.54999999999995,-0.332033259418381,-8.269279229254678,0.925960699954743,-1.118164299058364,6.0,0.0,18.0,299.6318943432272,299.62333333333333,-0.008561009893867322,303.75,0.6133973159535202,0.13201950001968044,-0.33999014985649484,0.6279111976147362,6.0,1.0,23.0,297.44880860882085,290.95,-6.498808608820866,303.75,-0.2654489737196286,-6.41523175067924,0.6857346247315377,-0.7485025756388666
2,0.0,0.0,18.0,302.1318862079811,302.12333333333333,-0.00855287464776211,307.54999999999995,0.6277234517528143,0.22200651813705008,-0.39154127924636367,1.0970644665953841,0.0,1.0,23.0,298.19464581716903,290.34999999999997,-7.8446458171690665,307.54999999999995,-0.2403128720903993,-7.701339214294151,1.1433707822466772,-1.4513797129172303,1.0,0.0,19.0,299.2512469706964,299.22249999999997,-0.028746970696431617,303.75,0.49128280591462214,0.14549600824153686,-0.3445075350935601,0.8575785287733595,2.0,0.0,19.0,301.91326751168236,301.905,-0.008267511682390705,307.54999999999995,0.4684895682788408,0.24470078862124467,-0.32521274335988437,1.1588922139512334,2.0,1.0,23.0,300.0624524801566,293.75,-6.312452480156594,307.54999999999995,-0.06762830593342528,-6.092105523385015,0.8009191387245475,-0.6893986517615929,3.0,0.0,18.0,300.9572744909855,300.9533333333333,-0.003941157652207039,305.34999999999997,0.5797277792710389,0.19338492849620081,-0.33365390667348055,0.8806443623171418,3.0,1.0,23.0,297.42090241900127,289.25,-8.170902419001266,305.34999999999997,-0.25677608982249467,-8.048576264665613,1.0708899096195619,-1.4245727243758353,4.0,0.0,18.0,297.9154383411788,297.9,-0.015438341178821702,302.04999999999995,0.5193134061454856,0.12356075021018853,-0.4139034617253448,0.824737866491219,5.0,0.0,19.0,297.6270978640754,297.625,-0.0020978640753810396,302.54999999999995,0.43288128727756714,0.1571411974686754,-0.35650729398726827,0.8826347244835802,6.0,0.0,20.0,301.25470225541187,301.22999999999996,-0.024702255411909846,307.54999999999995,0.4502280527856044,0.23879071365806226,-0.3391653849388045,1.2175032967204515,6.0,1.0,23.0,299.75318197124545,294.84999999999997,-4.903181971245488,307.54999999999995,-0.010666696686030264,-4.674976328528146,0.6662874068741663,-0.40920909107167347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.0,0.0,18.0,303.00038434267356,302.97999999999996,-0.020384342673594347,305.95,0.9722683954560694,0.09277717526121876,-0.3246451411600522,0.42268675204473993,0.0,1.0,23.0,300.60231106631795,290.95,-9.652311066317964,305.95,-0.40116087386577703,-9.452559795584705,0.9483472302787845,-0.9887970981048539,1.0,0.0,19.0,303.6773070185263,303.67499999999995,-0.0023070185263236453,309.25,0.7081979027592809,0.18195836417571343,-0.4104271151084096,0.9806645483654677,1.0,1.0,23.0,302.25807210299035,294.84999999999997,-7.408072102990388,309.25,-0.24166185392975592,-7.14956318213909,0.7049478296876023,-0.39505077763453755,2.0,0.0,20.0,305.374184493521,305.3666666666666,-0.007517826854382292,310.95,0.46457686436924917,0.22532935499044981,-0.23122127855433897,1.016265616659723,2.0,1.0,23.0,304.16409541322724,297.54999999999995,-6.6140954132272896,310.95,-0.18781455174193695,-6.327842728271648,0.6433383709629084,-0.1855148724083051,3.0,0.0,19.0,305.76633289854936,305.7625,-0.0038328985493762957,311.45,0.6734050660847686,0.20883353725147913,-0.2709712962466,0.8390463130571106,3.0,1.0,23.0,304.0328622898451,297.04999999999995,-6.982862289845173,311.45,-0.22816733738024197,-6.722604608542142,0.7546594333301139,-0.4535119826165044,4.0,0.0,19.0,305.88519654331276,305.85249999999996,-0.032696543312795256,311.45,0.8607125280917955,0.14659440088969689,-0.40812041937541227,0.8646484320692167,4.0,1.0,23.0,303.89518460316015,295.34999999999997,-8.54518460316018,311.45,-0.2970402263896972,-8.286250387408614,0.8521081710415311,-0.6365267162782686,5.0,0.0,18.0,303.56164689934315,303.54166666666663,-0.019980232676516607,307.54999999999995,0.9187692704002188,0.09872698846899652,-0.4191697269416134,0.6078844217862951,5.0,1.0,23.0,301.42776767441666,292.54999999999995,-8.877767674416702,307.54999999999995,-0.38089242795987843,-8.67254245240764,0.8751503051212618,-0.8471745322619171,6.0,0.0,20.0,303.7621065260845,303.7416666666667,-0.020439859417820117,310.34999999999997,0.5206028427834042,0.16897591092090636,-0.41116345053494285,1.1127031992178615,6.0,1.0,23.0,302.27832920954233,294.84999999999997,-7.428329209542369,310.34999999999997,-0.26951544392177595,-7.169992100926223,0.7267909777933236,-0.4572080385178907
4,0.0,0.0,17.0,300.86828295362636,300.8633333333333,-0.004949620293075441,303.75,0.4897754172599491,0.12236895505382961,-0.2024762677895969,0.44931164774015997,0.0,1.0,23.0,297.4573323076902,289.84999999999997,-7.607332307690228,303.75,-0.33799434344790313,-7.602108733019165,0.7881524124990781,-1.125888849473597,1.0,0.0,19.0,299.8262045960048,299.8125,-0.013704596004799896,304.25,0.36886216285310525,0.13751498120639383,-0.23930066605746467,0.6780682137947878,1.0,1.0,23.0,297.2105170877674,289.84999999999997,-7.360517087767448,304.25,-0.28723984147733006,-7.317763621989442,0.7591845566394161,-0.9777181880090495,2.0,0.0,19.0,300.2648412947358,300.23999999999995,-0.024841294735836073,305.95,0.4413237239918715,0.15655165312935537,-0.3271313649447099,0.8739298686595731,2.0,1.0,23.0,297.8011583153386,290.95,-6.851158315338637,305.95,-0.2310971621645166,-6.779460775984575,0.710034553648048,-0.8083465125928058,3.0,0.0,19.0,303.27492311741423,303.2583333333333,-0.01658978408090661,309.25,0.43603047324356226,0.225175422633896,-0.2823926949623778,1.0626735293663216,3.0,1.0,23.0,301.27448853190265,294.84999999999997,-6.424488531902682,309.25,-0.13718720314624022,-6.274710616192152,0.7155178917832549,-0.5784302109065038,4.0,0.0,20.0,305.3703679170119,305.3666666666666,-0.0037012503452729106,310.95,0.33557373374009103,0.2472998057418465,-0.1623058383609551,0.9952183431400528,4.0,1.0,23.0,303.61771237391815,297.54999999999995,-6.067712373918198,310.95,-0.10297573570488794,-5.892588356178848,0.6889166721969104,-0.45622448318881936,5.0,0.0,19.0,305.4899198148182,305.48749999999995,-0.002419814818267696,311.45,0.3856242599286617,0.23091643278441154,-0.14345985163482075,0.8376953809251546,5.0,1.0,23.0,303.1237637182889,297.04999999999995,-6.073763718288944,311.45,-0.1532300222590095,-5.940280976558782,0.7251622957373106,-0.6323279837847622,6.0,0.0,19.0,305.57227938365463,305.55999999999995,-0.012279383654686171,311.45,0.4704941187156493,0.21295615578249283,-0.25997954031826015,0.9275447242571175,6.0,1.0,23.0,302.783298817125,295.34999999999997,-7.433298817125035,311.45,-0.2071120500350503,-7.31936021540524,0.8022614082600322,-0.8181953700717344
5,0.0,0.0,17.0,299.62048031998154,299.60499999999996,-0.015480319981577395,302.04999999999995,0.3431002771278031,0.09476810720543938,-0.19162650806359238,0.47576513725674374,1.0,0.0,19.0,297.8934658896373,297.885,-0.0084658896373071,302.54999999999995,0.3010215304434922,0.12024974245535702,-0.2534123915825906,0.662327513354839,2.0,0.0,19.0,301.69788073440895,301.67749999999995,-0.020380734409002343,307.54999999999995,0.3675023855797548,0.20530946404586814,-0.22443264815278022,0.9391559814645944,2.0,1.0,23.0,299.91442809075454,294.84999999999997,-5.064428090754575,307.54999999999995,0.0027717588063467247,-4.925850855067395,0.6152412016715422,-0.5198687703357763,3.0,0.0,19.0,303.6035866724227,303.5875,-0.01608667242271622,308.75,0.40456977797126115,0.2101635887325699,-0.15566722636706723,0.8182439561415435,3.0,1.0,23.0,300.32806608630943,292.54999999999995,-7.7780660863094795,308.75,-0.1012619095330507,-7.680801445661828,0.8527710077624514,-1.0242874673303533,4.0,0.0,19.0,302.2941571126372,302.27,-0.02415711263722642,307.04999999999995,0.3398028709553813,0.17423714009443358,-0.2036079341187218,0.8441404712395268,4.0,1.0,23.0,299.94150060481195,293.15,-6.791500604811972,307.04999999999995,-0.07523740567263815,-6.690238928259149,0.7482877072562341,-0.8606472027159384,5.0,0.0,19.0,304.2611893521631,304.25,-0.011189352163114563,309.25,0.34780671400710617,0.21307666605875397,-0.07743724016598226,0.7437071570295899,5.0,1.0,23.0,301.8305071270192,295.95,-5.8805071270192,309.25,-0.0410978403541975,-5.754964387760509,0.753709064776686,-0.769484765775232,6.0,0.0,20.0,306.93413467432833,306.88916666666665,-0.044968007661680076,311.45,0.3612431172639532,0.2094033677223024,-0.0555457488243718,0.8226728012307944,6.0,1.0,23.0,304.3216767565322,296.45,-7.871676756532224,311.45,-0.04444532909472798,-7.716166846300027,0.9172882974698098,-0.9618109141819104,,,,,,,,,,,,,,,,,,,,,,
6,0.0,0.0,19.0,304.0670043692927,304.03,-0.0370043692927311,307.04999999999995,0.5792182942345221,0.14816795977868935,-0.08217539373745335,0.43155658728052515,0.0,1.0,23.0,301.9215631427296,293.15,-8.771563142729633,307.04999999999995,-0.1465462511839064,-8.645828362524426,0.7059911376508504,-0.620586422563477,1.0,0.0,19.0,305.0619110827281,305.04749999999996,-0.014411082728145175,309.25,0.5663778400657975,0.1899373495490977,-0.07903162393856651,0.5039980803522894,1.0,1.0,23.0,303.1505273967891,295.95,-7.200527396789084,309.25,-0.09506758385961689,-7.054787695798154,0.659176872617986,-0.483737715381352,2.0,0.0,19.0,307.58073451025734,307.5733333333333,-0.007401176924020092,311.45,0.5031874640635863,0.23064956287277028,-0.01679043023167992,0.5904919722880777,2.0,1.0,23.0,305.6239918447753,296.45,-9.173991844775287,311.45,-0.09235764334225394,-8.993623443231712,0.7547529231217993,-0.5353847195519847,3.0,0.0,18.0,304.05505363026,304.025,-0.03005363025999941,308.15,0.7874645395039153,0.11692214100263243,-0.2831722927499574,0.42593699686004527,3.0,1.0,23.0,300.7672579769482,290.95,-9.817257976948213,308.15,-0.252924612960129,-9.754135235776289,0.8056359262912925,-0.9552147795210146,4.0,0.0,18.0,302.0406571373094,302.03499999999997,-0.005657137309412974,307.04999999999995,0.6895980481432389,0.13634576720167502,-0.3228680215482929,0.5381530980682783,4.0,1.0,23.0,299.8264020480262,292.04999999999995,-7.7764020480262275,307.04999999999995,-0.18259638685353252,-7.696146991647154,0.6488724204323972,-0.6698347813846937,5.0,0.0,19.0,302.12496641171595,302.10999999999996,-0.01496641171598867,307.04999999999995,0.6705461352046456,0.14775816168187816,-0.28747261590947915,0.5746786662766681,5.0,1.0,23.0,299.8856577848289,291.45,-8.43565778482889,307.04999999999995,-0.17793756395774096,-8.33960952010122,0.6968942866632943,-0.6991775418551782,6.0,0.0,19.0,302.3361905594427,302.31666666666666,-0.019523892776021512,308.15,0.6432567719659943,0.15666463309233336,-0.25968993430543225,0.6032092044359558,6.0,1.0,23.0,299.98963910491784,290.34999999999997,-9.639639104917876,308.15,-0.1824065651515525,-9.536372232678048,0.72636228688161,-0.7260314453679086
7,0.0,0.0,19.0,306.2807144768793,306.2575,-0.02321447687933187,311.45,0.6002965467147021,0.24690745785989066,-0.17483853259009643,0.9021045880282657,0.0,1.0,23.0,303.8294647108023,297.04999999999995,-6.779464710802358,311.45,-0.045675889331931785,-6.560168883057898,0.8859809384692786,-0.7655352835051303,1.0,0.0,18.0,306.1255046242064,306.11249999999995,-0.013004624206473636,311.45,0.6806483464389288,0.22206529443772638,-0.3446692590361427,0.9967730652030298,1.0,1.0,23.0,303.4040167379442,295.34999999999997,-8.05401673794421,311.45,-0.10835054809396638,-7.859431838435498,0.9468479406758092,-0.9554951799032523,2.0,0.0,18.0,303.42109421880787,303.4,-0.021094218807888865,307.54999999999995,0.66148917295736,0.1533227417512535,-0.357964571179167,0.7906372670142616,2.0,1.0,23.0,300.6312234961848,292.54999999999995,-8.081223496184862,307.54999999999995,-0.18089411250994658,-7.9458947224826915,0.9338860034567441,-1.1210050072537427,3.0,0.0,20.0,304.21979608725917,304.19916666666666,-0.02062942059251327,310.34999999999997,0.510914834602886,0.2180167688245831,-0.3882705612978725,1.1962236412212945,3.0,1.0,23.0,302.0750631233981,294.84999999999997,-7.225063123398115,310.34999999999997,-0.0876560816310814,-7.018836345017945,0.896655087471378,-0.8588717417522531,4.0,0.0,18.0,302.2327250022761,302.19666666666666,-0.036058335609425285,307.54999999999995,0.7022322903730753,0.13250747333916024,-0.47075857335327953,0.9207400198644251,4.0,1.0,23.0,298.6656594452479,290.34999999999997,-8.315659445247945,307.54999999999995,-0.23873274382309262,-8.212965184815758,1.0336613281884628,-1.3658454924234604,5.0,0.0,18.0,299.850361861092,299.8333333333333,-0.017028527758668588,303.75,0.606325755386294,0.12115077985819767,-0.3734439355213321,0.6939041786705928,5.0,1.0,23.0,297.4768032043045,290.95,-6.5268032043044855,303.75,-0.17216648128419365,-6.42937214858668,0.7663154897385596,-0.9423031224150122,6.0,0.0,19.0,302.41669920009025,302.3925,-0.02419920009026555,307.54999999999995,0.52884608461369,0.20047482961051344,-0.3125973804383051,0.995240420708086,6.0,1.0,23.0,300.6118249512591,293.75,-6.861824951259109,307.54999999999995,-0.0664920633470274,-6.667511058732202,0.7661609190062677,-0.6735178714926349
